0	53080
1	34560
2	21960
3	51380
4	35190
5	22660
6	30900
7	44990
8	30780
9	48400
10	47320
11	78440
12	10340
13	24580
14	54600
15	23620
16	11770
17	46860
18	18710
19	42170
20	23350
21	44950
22	22140
23	44440
24	48000
25	7980
26	34450
27	69600
28	25780
29	30850
30	29630
31	26340
32	52380
33	54720
34	40890
35	39490
36	14760
37	24110
38	18020
39	24650
