176500, score: 4566.0 [3070.0,5770.0,3060.0,7410.0,3520.0] dev: 1945.3868, states: 11092
186500, score: 5208.0 [4550.0,5300.0,4320.0,6920.0,4950.0] dev: 1028.0419, states: 11244
196500, score: 4424.0 [3190.0,5610.0,2740.0,5590.0,4990.0] dev: 1364.2874, states: 11380
206500, score: 4344.0 [3190.0,1830.0,5110.0,6550.0,5040.0] dev: 1843.1984, states: 11507
216500, score: 5552.0 [6740.0,7920.0,1640.0,4920.0,6540.0] dev: 2434.0337, states: 11614
226500, score: 4370.0 [3680.0,1670.0,5870.0,4060.0,6570.0] dev: 1933.4037, states: 11712
236500, score: 5400.0 [6590.0,4050.0,5340.0,5380.0,5640.0] dev: 908.32263, states: 11792
246500, score: 5320.0 [6440.0,5410.0,4900.0,5440.0,4410.0] dev: 755.2152, states: 11876
256500, score: 4542.0 [3700.0,4920.0,4610.0,6620.0,2860.0] dev: 1414.5388, states: 11950
266500, score: 4834.0 [4930.0,2870.0,5840.0,3430.0,7100.0] dev: 1730.9332, states: 12032
276500, score: 4626.0 [2650.0,6400.0,5590.0,4290.0,4200.0] dev: 1438.3428, states: 12102
286500, score: 5172.0 [6050.0,5720.0,3770.0,4080.0,6240.0] dev: 1158.65, states: 12176
296500, score: 4522.0 [7070.0,4100.0,2290.0,4090.0,5060.0] dev: 1741.284, states: 12240
306500, score: 4344.0 [4700.0,6590.0,2900.0,4330.0,3200.0] dev: 1463.3284, states: 12286
316500, score: 5226.0 [4550.0,7180.0,4100.0,5400.0,4900.0] dev: 1191.5872, states: 12347
326500, score: 4552.0 [4150.0,3710.0,6490.0,4410.0,4000.0] dev: 1112.5736, states: 12391
336500, score: 4438.0 [4040.0,5230.0,5760.0,2940.0,4220.0] dev: 1098.2805, states: 12448
346500, score: 4250.0 [5570.0,4330.0,5660.0,4100.0,1590.0] dev: 1645.828, states: 12502
356500, score: 4460.0 [4310.0,2720.0,5360.0,4750.0,5160.0] dev: 1052.877, states: 12548
366500, score: 4336.0 [2790.0,3810.0,4300.0,5560.0,5220.0] dev: 1112.1736, states: 12588
376500, score: 4142.0 [6300.0,4230.0,4220.0,3810.0,2150.0] dev: 1478.9421, states: 12627
386500, score: 5664.0 [5730.0,7220.0,6780.0,5920.0,2670.0] dev: 1781.8894, states: 12675
396500, score: 5254.0 [2520.0,5180.0,5220.0,6600.0,6750.0] dev: 1697.8751, states: 12739
406500, score: 5088.0 [4070.0,5000.0,7230.0,5550.0,3590.0] dev: 1422.1182, states: 12805
416500, score: 4826.0 [4830.0,4160.0,5990.0,4400.0,4750.0] dev: 704.5779, states: 12850
426500, score: 6292.0 [6440.0,8620.0,4960.0,5620.0,5820.0] dev: 1404.4644, states: 12876
436500, score: 4924.0 [6480.0,6220.0,3410.0,3620.0,4890.0] dev: 1422.5435, states: 12921
446500, score: 5150.0 [5280.0,7600.0,5310.0,5470.0,2090.0] dev: 1969.2003, states: 12957
456500, score: 4434.0 [7240.0,6090.0,4660.0,1640.0,2540.0] dev: 2348.4421, states: 13007
466500, score: 4832.0 [6740.0,4530.0,2960.0,3940.0,5990.0] dev: 1530.7417, states: 13041
476500, score: 4656.0 [3650.0,5880.0,2890.0,6090.0,4770.0] dev: 1387.2924, states: 13063
486500, score: 4538.0 [5280.0,4110.0,5050.0,3370.0,4880.0] dev: 786.9371, states: 13096
496500, score: 4724.0 [7010.0,3080.0,6210.0,2970.0,4350.0] dev: 1827.0961, states: 13126
506500, score: 3942.0 [4810.0,4600.0,3560.0,3560.0,3180.0] dev: 717.4399, states: 13162
516500, score: 4696.0 [4170.0,5050.0,4660.0,4020.0,5580.0] dev: 640.64813, states: 13192
526500, score: 4380.0 [4360.0,2390.0,1500.0,5350.0,8300.0] dev: 2672.1807, states: 13228
536500, score: 4890.0 [3150.0,6960.0,3920.0,4380.0,6040.0] dev: 1568.1199, states: 13274
546500, score: 4560.0 [4590.0,7510.0,3690.0,5340.0,1670.0] dev: 2145.973, states: 13315
556500, score: 5378.0 [2640.0,3580.0,4730.0,7010.0,8930.0] dev: 2570.4805, states: 13348
566500, score: 4872.0 [3230.0,4060.0,5730.0,6510.0,4830.0] dev: 1301.5836, states: 13369
576500, score: 4206.0 [4460.0,3930.0,4360.0,5220.0,3060.0] dev: 791.5049, states: 13429
586500, score: 5390.0 [4620.0,4770.0,9110.0,4750.0,3700.0] dev: 2126.1116, states: 13464
596500, score: 4172.0 [3530.0,3130.0,4340.0,3150.0,6710.0] dev: 1501.0063, states: 13507
606500, score: 4814.0 [4280.0,4730.0,6360.0,4080.0,4620.0] dev: 902.59625, states: 13525
616500, score: 4252.0 [4360.0,4800.0,3480.0,4510.0,4110.0] dev: 498.6682, states: 13552
626500, score: 5176.0 [5930.0,5040.0,5080.0,6540.0,3290.0] dev: 1226.1444, states: 13580
636500, score: 6582.0 [5650.0,9460.0,6460.0,6450.0,4890.0] dev: 1735.4164, states: 13600
646500, score: 4956.0 [3330.0,5810.0,8340.0,2860.0,4440.0] dev: 2207.041, states: 13628
656500, score: 4658.0 [5100.0,3550.0,5700.0,4770.0,4170.0] dev: 830.5841, states: 13659
666500, score: 5068.0 [3620.0,3520.0,5400.0,5080.0,7720.0] dev: 1705.6143, states: 13684
676500, score: 4740.0 [3810.0,4570.0,5560.0,6510.0,3250.0] dev: 1315.2186, states: 13723
686500, score: 4614.0 [5100.0,5290.0,4490.0,3670.0,4520.0] dev: 634.1372, states: 13750
696500, score: 4360.0 [4340.0,4370.0,3230.0,5400.0,4460.0] dev: 769.5778, states: 13778
706500, score: 5500.0 [5310.0,4070.0,4070.0,5670.0,8380.0] dev: 1764.1711, states: 13806
716500, score: 4254.0 [4110.0,3310.0,5490.0,4180.0,4180.0] dev: 782.70685, states: 13826
726500, score: 4744.0 [3340.0,5160.0,5380.0,3020.0,6820.0] dev: 1567.699, states: 13845
736500, score: 6696.0 [9610.0,6500.0,7010.0,5580.0,4780.0] dev: 1840.1711, states: 13865
746500, score: 4484.0 [3890.0,4460.0,3890.0,6720.0,3460.0] dev: 1299.473, states: 13899
756500, score: 3952.0 [4130.0,3770.0,3460.0,5950.0,2450.0] dev: 1280.125, states: 13926
766500, score: 5222.0 [5150.0,4630.0,4730.0,5870.0,5730.0] dev: 564.73004, states: 13950
776500, score: 5276.0 [2980.0,5850.0,4920.0,7680.0,4950.0] dev: 1703.9161, states: 13978
786500, score: 4832.0 [4690.0,3500.0,6960.0,6250.0,2760.0] dev: 1776.702, states: 14005
796500, score: 5164.0 [3090.0,7490.0,6020.0,4420.0,4800.0] dev: 1668.1217, states: 14029
806500, score: 5502.0 [5940.0,4990.0,7440.0,4820.0,4320.0] dev: 1232.0796, states: 14045
816500, score: 4484.0 [6500.0,4230.0,3960.0,4040.0,3690.0] dev: 1143.5602, states: 14064
826500, score: 5450.0 [4820.0,3980.0,6950.0,6850.0,4650.0] dev: 1360.8636, states: 14080
836500, score: 6296.0 [6740.0,6660.0,2690.0,6990.0,8400.0] dev: 2135.493, states: 14092
846500, score: 3302.0 [5210.0,3860.0,2420.0,2140.0,2880.0] dev: 1250.8077, states: 14114
856500, score: 7648.0 [4700.0,10020.0,8410.0,9780.0,5330.0] dev: 2490.797, states: 14135
866500, score: 4060.0 [5800.0,3160.0,3510.0,3710.0,4120.0] dev: 1032.7391, states: 14164
876500, score: 4794.0 [5930.0,1880.0,5790.0,6050.0,4320.0] dev: 1773.1412, states: 14189
886500, score: 4386.0 [4000.0,3040.0,3470.0,6130.0,5290.0] dev: 1290.2054, states: 14213
896500, score: 6112.0 [6800.0,6430.0,6720.0,5980.0,4630.0] dev: 888.52124, states: 14233
906500, score: 5790.0 [7720.0,5010.0,6380.0,5740.0,4100.0] dev: 1372.953, states: 14257
916500, score: 4734.0 [3490.0,6800.0,5770.0,4210.0,3400.0] dev: 1495.2692, states: 14281
926500, score: 4530.0 [6330.0,3760.0,3620.0,5710.0,3230.0] dev: 1391.3483, states: 14301
936500, score: 4278.0 [3350.0,5500.0,5240.0,3750.0,3550.0] dev: 1011.02423, states: 14319
946500, score: 3462.0 [4160.0,3120.0,2170.0,3110.0,4750.0] dev: 1007.01044, states: 14330
956500, score: 6116.0 [8860.0,5220.0,7120.0,4290.0,5090.0] dev: 1852.5199, states: 14359
966500, score: 4486.0 [3530.0,3760.0,5260.0,6530.0,3350.0] dev: 1370.084, states: 14373
976500, score: 5338.0 [5810.0,5440.0,3960.0,4650.0,6830.0] dev: 1099.0314, states: 14386
986500, score: 4878.0 [4640.0,6800.0,4080.0,4050.0,4820.0] dev: 1126.5522, states: 14402
996500, score: 5230.0 [5840.0,5740.0,5710.0,4410.0,4450.0] dev: 732.01776, states: 14419
1006500, score: 5522.0 [4290.0,7050.0,5640.0,3020.0,7610.0] dev: 1903.0424, states: 14430
1016500, score: 4834.0 [4670.0,3050.0,3650.0,6540.0,6260.0] dev: 1545.584, states: 14452
1026500, score: 5066.0 [4070.0,6380.0,5210.0,3880.0,5790.0] dev: 1080.5231, states: 14468
1036500, score: 4628.0 [6870.0,3340.0,3290.0,5090.0,4550.0] dev: 1474.3881, states: 14480
1046500, score: 4902.0 [4300.0,4510.0,4020.0,7580.0,4100.0] dev: 1509.046, states: 14501
1056500, score: 5552.0 [7420.0,6680.0,7320.0,3190.0,3150.0] dev: 2192.9592, states: 14522
1066500, score: 4454.0 [4600.0,3990.0,5970.0,2760.0,4950.0] dev: 1188.5411, states: 14529
1076500, score: 4898.0 [6190.0,5870.0,5610.0,3380.0,3440.0] dev: 1373.9614, states: 14538
1086500, score: 4240.0 [4170.0,3640.0,4760.0,5940.0,2690.0] dev: 1217.3536, states: 14561
1096500, score: 4366.0 [7310.0,3090.0,4570.0,4210.0,2650.0] dev: 1823.864, states: 14583
1106500, score: 4238.0 [5640.0,3270.0,4800.0,4220.0,3260.0] dev: 1021.6751, states: 14608
1116500, score: 4726.0 [3640.0,4640.0,6240.0,3940.0,5170.0] dev: 1036.0887, states: 14621
1126500, score: 4948.0 [6550.0,5620.0,3710.0,3610.0,5250.0] dev: 1268.0773, states: 14639
1136500, score: 5868.0 [5400.0,5330.0,6750.0,5030.0,6830.0] dev: 853.5338, states: 14658
1146500, score: 5122.0 [3150.0,4990.0,4400.0,5830.0,7240.0] dev: 1534.1675, states: 14671
1156500, score: 4786.0 [3330.0,4080.0,5340.0,3420.0,7760.0] dev: 1846.3423, states: 14683
1166500, score: 4088.0 [6580.0,4130.0,2900.0,2800.0,4030.0] dev: 1523.6042, states: 14693
1176500, score: 4292.0 [4750.0,3920.0,4080.0,1540.0,7170.0] dev: 2015.5322, states: 14705
1186500, score: 4186.0 [4890.0,2850.0,4930.0,5390.0,2870.0] dev: 1226.3279, states: 14721
1196500, score: 5422.0 [4090.0,4520.0,9030.0,4210.0,5260.0] dev: 2067.6484, states: 14733
1206500, score: 5226.0 [3280.0,5510.0,7290.0,4060.0,5990.0] dev: 1586.7356, states: 14760
1216500, score: 4748.0 [3300.0,7480.0,3160.0,4790.0,5010.0] dev: 1743.0347, states: 14772
1226500, score: 4962.0 [5440.0,5890.0,7060.0,4250.0,2170.0] dev: 1856.9788, states: 14783
1236500, score: 5048.0 [3850.0,3210.0,8330.0,3500.0,6350.0] dev: 2217.909, states: 14799
1246500, score: 4664.0 [6750.0,3040.0,5160.0,3900.0,4470.0] dev: 1401.4386, states: 14833
1256500, score: 5078.0 [5180.0,4450.0,5010.0,5260.0,5490.0] dev: 391.2416, states: 14846
1266500, score: 5448.0 [7100.0,3870.0,4100.0,7590.0,4580.0] dev: 1759.1106, states: 14860
1276500, score: 4716.0 [4180.0,8430.0,3320.0,3950.0,3700.0] dev: 2100.531, states: 14877
1286500, score: 5220.0 [5560.0,7570.0,3500.0,4570.0,4900.0] dev: 1510.0828, states: 14900
1296500, score: 4770.0 [6970.0,3490.0,4150.0,3230.0,6010.0] dev: 1641.0363, states: 14912
1306500, score: 6442.0 [4160.0,9960.0,4610.0,7590.0,5890.0] dev: 2375.0095, states: 14925
1316500, score: 4696.0 [4330.0,4090.0,2170.0,6570.0,6320.0] dev: 1804.9321, states: 14939
1326500, score: 4580.0 [5820.0,2130.0,3540.0,6000.0,5410.0] dev: 1682.7804, states: 14950
1336500, score: 4796.0 [7320.0,4780.0,3040.0,4700.0,4140.0] dev: 1572.7301, states: 14960
1346500, score: 5888.0 [5700.0,6830.0,3490.0,8040.0,5380.0] dev: 1700.1676, states: 14973
1356500, score: 4902.0 [4560.0,4970.0,6840.0,4480.0,3660.0] dev: 1183.0131, states: 14993
1366500, score: 5148.0 [5580.0,5190.0,3560.0,4690.0,6720.0] dev: 1160.9349, states: 15010
1376500, score: 4440.0 [5710.0,4280.0,3130.0,5690.0,3390.0] dev: 1226.7437, states: 15022
1386500, score: 4236.0 [3710.0,2820.0,5800.0,3750.0,5100.0] dev: 1194.8347, states: 15040
1396500, score: 4886.0 [4740.0,3070.0,6980.0,5740.0,3900.0] dev: 1533.421, states: 15049
1406500, score: 6230.0 [3230.0,8260.0,5960.0,8480.0,5220.0] dev: 2195.2449, states: 15063
1416500, score: 5260.0 [4780.0,6460.0,4210.0,5710.0,5140.0] dev: 864.5519, states: 15083
1426500, score: 3676.0 [3160.0,3040.0,3900.0,4290.0,3990.0] dev: 546.9278, states: 15093
1436500, score: 4416.0 [4260.0,4060.0,5060.0,4720.0,3980.0] dev: 460.52145, states: 15112
1446500, score: 5224.0 [4290.0,5980.0,7110.0,5050.0,3690.0] dev: 1358.7053, states: 15121
1456500, score: 4162.0 [2320.0,5250.0,5450.0,2050.0,5740.0] dev: 1815.6459, states: 15130
1466500, score: 5838.0 [6920.0,8690.0,6770.0,3540.0,3270.0] dev: 2347.801, states: 15144
1476500, score: 5966.0 [6970.0,7490.0,3130.0,6490.0,5750.0] dev: 1709.8772, states: 15158
1486500, score: 6360.0 [7680.0,6650.0,4060.0,7480.0,5930.0] dev: 1462.515, states: 15163
1496500, score: 4958.0 [3630.0,7190.0,4120.0,5500.0,4350.0] dev: 1423.9979, states: 15168
1506500, score: 4532.0 [3260.0,3090.0,5310.0,5700.0,5300.0] dev: 1250.6678, states: 15185
1516500, score: 5410.0 [4820.0,5470.0,4220.0,5180.0,7360.0] dev: 1185.6644, states: 15193
1526500, score: 4718.0 [6990.0,2750.0,2130.0,3320.0,8400.0] dev: 2794.829, states: 15208
1536500, score: 4256.0 [3720.0,4130.0,3640.0,5520.0,4270.0] dev: 755.0695, states: 15231
1546500, score: 4894.0 [6810.0,5130.0,3630.0,3320.0,5580.0] dev: 1438.0995, states: 15244
1556500, score: 5428.0 [5050.0,6680.0,7410.0,2100.0,5900.0] dev: 2057.7341, states: 15258
1566500, score: 5164.0 [5050.0,4450.0,5250.0,5950.0,5120.0] dev: 536.17163, states: 15269
1576500, score: 5486.0 [6210.0,6750.0,4620.0,3750.0,6100.0] dev: 1251.2513, states: 15283
1586500, score: 5682.0 [5830.0,7670.0,4810.0,3890.0,6210.0] dev: 1433.9177, states: 15298
1596500, score: 4852.0 [4350.0,6620.0,4560.0,3450.0,5280.0] dev: 1184.4703, states: 15313
1606500, score: 5046.0 [3450.0,6550.0,4240.0,5000.0,5990.0] dev: 1260.1707, states: 15326
1616500, score: 5162.0 [4320.0,7170.0,3610.0,3900.0,6810.0] dev: 1692.504, states: 15331
1626500, score: 4566.0 [4080.0,4070.0,5410.0,3960.0,5310.0] dev: 727.207, states: 15340
1636500, score: 4906.0 [3140.0,5390.0,4950.0,7340.0,3710.0] dev: 1636.2854, states: 15356
1646500, score: 3604.0 [2170.0,4200.0,4930.0,2900.0,3820.0] dev: 1085.3708, states: 15367
1656500, score: 5600.0 [7040.0,4780.0,4210.0,9040.0,2930.0] dev: 2431.08, states: 15375
1666500, score: 5278.0 [5630.0,4720.0,4380.0,7420.0,4240.0] dev: 1314.0852, states: 15383
1676500, score: 4912.0 [2520.0,4860.0,7080.0,5720.0,4380.0] dev: 1685.2655, states: 15406
1686500, score: 5624.0 [4390.0,7150.0,3520.0,4920.0,8140.0] dev: 1943.2009, states: 15426
1696500, score: 5146.0 [7840.0,4050.0,5710.0,4270.0,3860.0] dev: 1673.1796, states: 15454
1706500, score: 3796.0 [3410.0,2860.0,3640.0,4620.0,4450.0] dev: 734.18665, states: 15463
1716500, score: 5468.0 [3810.0,7010.0,6110.0,4280.0,6130.0] dev: 1359.0879, states: 15478
1726500, score: 5370.0 [8310.0,5630.0,3860.0,4950.0,4100.0] dev: 1787.4983, states: 15518
1736500, score: 6788.0 [6720.0,6840.0,7950.0,4950.0,7480.0] dev: 1141.7837, states: 15523
1746500, score: 5000.0 [4910.0,5800.0,6730.0,4290.0,3270.0] dev: 1335.8518, states: 15546
1756500, score: 3902.0 [4670.0,2700.0,3990.0,4160.0,3990.0] dev: 727.44073, states: 15576
1766500, score: 5348.0 [3800.0,5900.0,7680.0,4590.0,4770.0] dev: 1503.9847, states: 15604
1776500, score: 5582.0 [4810.0,4050.0,5860.0,6740.0,6450.0] dev: 1130.783, states: 15608
1786500, score: 5014.0 [5560.0,5930.0,4590.0,4570.0,4420.0] dev: 683.1764, states: 15623
1796500, score: 4468.0 [5690.0,4630.0,4440.0,4170.0,3410.0] dev: 825.9056, states: 15636
1806500, score: 4340.0 [3760.0,4890.0,4590.0,3540.0,4920.0] dev: 647.6496, states: 15639
1816500, score: 4882.0 [5210.0,4490.0,5420.0,4550.0,4740.0] dev: 412.63785, states: 15648
1826500, score: 4436.0 [5210.0,3260.0,5180.0,5140.0,3390.0] dev: 1015.5442, states: 15659
1836500, score: 4962.0 [4130.0,4640.0,5800.0,5110.0,5130.0] dev: 622.1495, states: 15684
1846500, score: 4588.0 [9000.0,4370.0,3230.0,3510.0,2830.0] dev: 2530.32, states: 15703
1856500, score: 4430.0 [3790.0,5050.0,6190.0,3420.0,3700.0] dev: 1166.6833, states: 15718
1866500, score: 4972.0 [4140.0,6160.0,5260.0,3910.0,5390.0] dev: 933.954, states: 15731
1876500, score: 5292.0 [2890.0,4820.0,6680.0,6350.0,5720.0] dev: 1518.3445, states: 15757
1886500, score: 5556.0 [6510.0,8330.0,5120.0,3640.0,4180.0] dev: 1894.711, states: 15775
1896500, score: 5228.0 [7540.0,3440.0,7420.0,5640.0,2100.0] dev: 2413.57, states: 15794
1906500, score: 4580.0 [8090.0,4520.0,3280.0,3480.0,3530.0] dev: 2020.2847, states: 15816
1916500, score: 4510.0 [4090.0,3380.0,5630.0,3870.0,5580.0] dev: 1032.2548, states: 15835
1926500, score: 4220.0 [3640.0,5200.0,4340.0,3630.0,4290.0] dev: 645.0194, states: 15855
1936500, score: 5184.0 [7160.0,4080.0,4940.0,5310.0,4430.0] dev: 1200.7622, states: 15874
1946500, score: 5774.0 [6590.0,6650.0,3990.0,6450.0,5190.0] dev: 1163.3916, states: 15892
1956500, score: 4974.0 [4300.0,6680.0,4720.0,3410.0,5760.0] dev: 1274.0801, states: 15917
1966500, score: 6118.0 [3070.0,5300.0,10030.0,4840.0,7350.0] dev: 2665.2524, states: 15950
1976500, score: 3670.0 [3980.0,3000.0,2290.0,5660.0,3420.0] dev: 1272.0063, states: 15984
1986500, score: 5118.0 [6170.0,6480.0,3690.0,4170.0,5080.0] dev: 1214.6069, states: 15995
1996500, score: 3476.0 [4170.0,2740.0,3960.0,3150.0,3360.0] dev: 586.7964, states: 16007
2006500, score: 6336.0 [6210.0,5310.0,8130.0,3950.0,8080.0] dev: 1804.2672, states: 16030
2016500, score: 5730.0 [4840.0,3520.0,5410.0,5860.0,9020.0] dev: 2038.3572, states: 16051
2026500, score: 3914.0 [2890.0,3770.0,4670.0,4130.0,4110.0] dev: 656.8714, states: 16062
2036500, score: 5108.0 [6500.0,5630.0,3680.0,4520.0,5210.0] dev: 1073.0192, states: 16079
2046500, score: 5542.0 [8380.0,5680.0,5030.0,4930.0,3690.0] dev: 1742.1166, states: 16095
2056500, score: 5406.0 [5120.0,5940.0,1670.0,6330.0,7970.0] dev: 2331.9797, states: 16124
2066500, score: 5814.0 [4320.0,5020.0,7230.0,5520.0,6980.0] dev: 1256.3359, states: 16167
2076500, score: 5622.0 [3350.0,3150.0,7540.0,7400.0,6670.0] dev: 2191.5222, states: 16196
2086500, score: 4354.0 [4470.0,3930.0,5250.0,3930.0,4190.0] dev: 548.34296, states: 16219
2096500, score: 5234.0 [7880.0,5440.0,3980.0,5590.0,3280.0] dev: 1772.0835, states: 16243
2106500, score: 5664.0 [7960.0,7540.0,5220.0,2570.0,5030.0] dev: 2177.3218, states: 16279
2116500, score: 5032.0 [6800.0,3680.0,3400.0,6250.0,5030.0] dev: 1508.3667, states: 16304
2126500, score: 5782.0 [3650.0,7320.0,8260.0,4080.0,5600.0] dev: 1998.8297, states: 16340
2136500, score: 5402.0 [8200.0,4250.0,3460.0,3740.0,7360.0] dev: 2209.2578, states: 16367
2146500, score: 4854.0 [5070.0,3860.0,4860.0,4960.0,5520.0] dev: 610.2295, states: 16400
2156500, score: 5840.0 [5580.0,4840.0,6840.0,8080.0,3860.0] dev: 1658.7345, states: 16415
2166500, score: 4702.0 [1900.0,3530.0,3380.0,7160.0,7540.0] dev: 2503.4216, states: 16439
2176500, score: 5510.0 [4330.0,3260.0,6150.0,7460.0,6350.0] dev: 1686.1643, states: 16460
2186500, score: 5214.0 [4730.0,4750.0,5060.0,5420.0,6110.0] dev: 574.13416, states: 16488
2196500, score: 5454.0 [4760.0,4020.0,4630.0,6490.0,7370.0] dev: 1410.7905, states: 16518
2206500, score: 5940.0 [4410.0,7340.0,5730.0,6460.0,5760.0] dev: 1077.9379, states: 16561
2216500, score: 4848.0 [5610.0,4550.0,4420.0,5210.0,4450.0] dev: 534.3407, states: 16582
2226500, score: 5364.0 [7280.0,5740.0,5370.0,3890.0,4540.0] dev: 1290.7478, states: 16628
2236500, score: 4414.0 [4170.0,5260.0,4760.0,3210.0,4670.0] dev: 776.2281, states: 16677
2246500, score: 4444.0 [5310.0,2230.0,5150.0,6120.0,3410.0] dev: 1583.3761, states: 16723
2256500, score: 5370.0 [3500.0,5460.0,5500.0,7550.0,4840.0] dev: 1462.4636, states: 16781
2266500, score: 4590.0 [6000.0,5130.0,4240.0,3120.0,4460.0] dev: 1070.0468, states: 16835
2276500, score: 4660.0 [4340.0,6820.0,2750.0,5740.0,3650.0] dev: 1628.0817, states: 16880
2286500, score: 4754.0 [3020.0,2970.0,4930.0,5960.0,6890.0] dev: 1749.094, states: 16951
2296500, score: 5096.0 [5760.0,6020.0,5910.0,4090.0,3700.0] dev: 1108.8418, states: 17012
2306500, score: 4054.0 [4010.0,2750.0,4340.0,2230.0,6940.0] dev: 1833.0385, states: 17078
2316500, score: 5370.0 [3700.0,5070.0,6200.0,3840.0,8040.0] dev: 1805.3809, states: 17134
2326500, score: 4076.0 [5280.0,4570.0,3430.0,3590.0,3510.0] dev: 816.6272, states: 17173
2336500, score: 4942.0 [3960.0,6590.0,3490.0,3720.0,6950.0] dev: 1681.8055, states: 17223
2346500, score: 3176.0 [1850.0,4700.0,2460.0,3620.0,3250.0] dev: 1095.0023, states: 17289
2356500, score: 3940.0 [3910.0,3290.0,3370.0,4730.0,4400.0] dev: 629.28534, states: 17324
2366500, score: 4612.0 [5800.0,5770.0,3740.0,4010.0,3740.0] dev: 1076.5083, states: 17370
2376500, score: 5408.0 [6700.0,5340.0,2990.0,4260.0,7750.0] dev: 1892.3187, states: 17408
2386500, score: 4114.0 [4480.0,4930.0,2550.0,4920.0,3690.0] dev: 1009.3711, states: 17444
2396500, score: 4390.0 [4810.0,4330.0,4780.0,4630.0,3400.0] dev: 585.19226, states: 17470
2406500, score: 4536.0 [4540.0,3740.0,3810.0,4560.0,6030.0] dev: 921.04834, states: 17511
2416500, score: 4268.0 [4570.0,6110.0,2350.0,4090.0,4220.0] dev: 1341.3501, states: 17538
2426500, score: 5280.0 [3950.0,5630.0,3910.0,9390.0,3520.0] dev: 2437.109, states: 17591
2436500, score: 4748.0 [5720.0,3540.0,8360.0,3290.0,2830.0] dev: 2305.1616, states: 17643
2446500, score: 5004.0 [3370.0,3900.0,7310.0,5140.0,5300.0] dev: 1525.821, states: 17678
2456500, score: 5114.0 [6530.0,3330.0,5910.0,3850.0,5950.0] dev: 1424.5981, states: 17708
2466500, score: 4740.0 [7500.0,3550.0,3830.0,4740.0,4080.0] dev: 1604.4781, states: 17751
2476500, score: 4696.0 [6860.0,4490.0,1970.0,4670.0,5490.0] dev: 1787.982, states: 17786
2486500, score: 4734.0 [4050.0,4080.0,6850.0,2540.0,6150.0] dev: 1745.8322, states: 17807
2496500, score: 4256.0 [4250.0,2870.0,4490.0,5260.0,4410.0] dev: 867.11017, states: 17825
2506500, score: 4554.0 [5340.0,3870.0,4900.0,6380.0,2280.0] dev: 1558.1014, states: 17853
2516500, score: 3982.0 [4510.0,4750.0,4180.0,3670.0,2800.0] dev: 774.96454, states: 17880
2526500, score: 4130.0 [5160.0,3100.0,5010.0,3450.0,3930.0] dev: 921.7646, states: 17900
2536500, score: 4374.0 [5120.0,5770.0,4780.0,2820.0,3380.0] dev: 1232.185, states: 17917
2546500, score: 4058.0 [1320.0,5290.0,5040.0,3780.0,4860.0] dev: 1635.4877, states: 17944
2556500, score: 5106.0 [2710.0,8270.0,7990.0,3170.0,3390.0] dev: 2773.1714, states: 17963
2566500, score: 5272.0 [4130.0,4440.0,7500.0,5990.0,4300.0] dev: 1450.9204, states: 17990
2576500, score: 4618.0 [4340.0,5860.0,4690.0,3510.0,4690.0] dev: 845.26324, states: 18018
2586500, score: 5358.0 [4350.0,4060.0,4700.0,6990.0,6690.0] dev: 1375.8162, states: 18035
2596500, score: 3998.0 [3560.0,3760.0,4740.0,3550.0,4380.0] dev: 535.1822, states: 18062
