0	40.0
500	1880.0
1500	1664.0
6500	1420.0
16500	1360.0
26500	3778.0
36500	3674.0
46500	2850.0
56500	4786.0
66500	4122.0
76500	3282.0
86500	3670.0
96500	3474.0
106500	4654.0
116500	4424.0
126500	4046.0
136500	3944.0
146500	3732.0
156500	4706.0
166500	3708.0
176500	5656.0
186500	3878.0
196500	5846.0
206500	5034.0
216500	4876.0
226500	5580.0
236500	4120.0
246500	4852.0
256500	4730.0
266500	5678.0
276500	5538.0
286500	4436.0
296500	5908.0
306500	5082.0
316500	5574.0
326500	5264.0
336500	5110.0
346500	4260.0
356500	4364.0
366500	8434.0
376500	4966.0
386500	5818.0
396500	5610.0
406500	6782.0
416500	5824.0
426500	5586.0
436500	4706.0
446500	4432.0
456500	5794.0
466500	5434.0
476500	5510.0
486500	4870.0
496500	4950.0
506500	4942.0
516500	4864.0
526500	5542.0
536500	5038.0
546500	4108.0
556500	4398.0
566500	5452.0
576500	7234.0
586500	4990.0
596500	5070.0
606500	6478.0
616500	4202.0
626500	5086.0
636500	5224.0
646500	5848.0
656500	5346.0
666500	5240.0
676500	5130.0
686500	4814.0
696500	4128.0
706500	4950.0
716500	4414.0
726500	4452.0
736500	4412.0
746500	5690.0
756500	4938.0
766500	5446.0
776500	6320.0
786500	4856.0
796500	5556.0
806500	5590.0
816500	4750.0
826500	5640.0
836500	6856.0
846500	4154.0
856500	5074.0
866500	6880.0
876500	5362.0
886500	5898.0
896500	5464.0
906500	5808.0
916500	5756.0
926500	3848.0
936500	5450.0
946500	4250.0
956500	4052.0
966500	3986.0
976500	3604.0
