0	5
500	1238
1500	2589
6500	4140
16500	5445
26500	6343
36500	7031
46500	7624
56500	8115
66500	8492
76500	8841
86500	9165
96500	9456
106500	9758
116500	10020
126500	10237
136500	10445
146500	10628
156500	10795
166500	10928
176500	11092
186500	11244
196500	11380
206500	11507
216500	11614
226500	11712
236500	11792
246500	11876
256500	11950
266500	12032
276500	12102
286500	12176
296500	12240
306500	12286
316500	12347
326500	12391
336500	12448
346500	12502
356500	12548
366500	12588
376500	12627
386500	12675
396500	12739
406500	12805
416500	12850
426500	12876
436500	12921
446500	12957
456500	13007
466500	13041
476500	13063
486500	13096
496500	13126
506500	13162
516500	13192
526500	13228
536500	13274
546500	13315
556500	13348
566500	13369
576500	13429
586500	13464
596500	13507
606500	13525
616500	13552
626500	13580
636500	13600
646500	13628
656500	13659
666500	13684
676500	13723
686500	13750
696500	13778
706500	13806
716500	13826
726500	13845
736500	13865
746500	13899
756500	13926
766500	13950
776500	13978
786500	14005
796500	14029
806500	14045
816500	14064
826500	14080
836500	14092
846500	14114
856500	14135
866500	14164
876500	14189
886500	14213
896500	14233
906500	14257
916500	14281
926500	14301
936500	14319
946500	14330
956500	14359
966500	14373
976500	14386 
