0	40.0 
500	1740.0 
1500	2078.0 
6500	2440.0 
16500	3178.0 
26500	4086.0 
36500	3186.0 
46500	3172.0 
56500	4248.0 
66500	3864.0 
76500	5418.0 
86500	4552.0 
96500	5030.0 
106500	4756.0 
116500	4468.0 
126500	4282.0 
136500	4822.0 
146500	4458.0 
156500	4672.0 
166500	5004.0 
176500	4566.0 
186500	5208.0 
196500	4424.0 
206500	4344.0 
216500	5552.0 
226500	4370.0 
236500	5400.0 
246500	5320.0 
256500	4542.0 
266500	4834.0 
276500	4626.0 
286500	5172.0 
296500	4522.0 
306500	4344.0 
316500	5226.0 
326500	4552.0 
336500	4438.0 
346500	4250.0 
356500	4460.0 
366500	4336.0 
376500	4142.0 
386500	5664.0 
396500	5254.0 
406500	5088.0 
416500	4826.0 
426500	6292.0 
436500	4924.0 
446500	5150.0 
456500	4434.0 
466500	4832.0 
476500	4656.0 
486500	4538.0 
496500	4724.0 
506500	3942.0 
516500	4696.0 
526500	4380.0 
536500	4890.0 
546500	4560.0 
556500	5378.0 
566500	4872.0 
576500	4206.0 
586500	5390.0 
596500	4172.0 
606500	4814.0 
616500	4252.0 
626500	5176.0 
636500	6582.0 
646500	4956.0 
656500	4658.0 
666500	5068.0 
676500	4740.0 
686500	4614.0 
696500	4360.0 
706500	5500.0 
716500	4254.0 
726500	4744.0 
736500	6696.0 
746500	4484.0 
756500	3952.0 
766500	5222.0 
776500	5276.0 
786500	4832.0 
796500	5164.0 
806500	5502.0 
816500	4484.0 
826500	5450.0 
836500	6296.0 
846500	3302.0 
856500	7648.0 
866500	4060.0 
876500	4794.0 
886500	4386.0 
896500	6112.0 
906500	5790.0 
916500	4734.0 
926500	4530.0 
936500	4278.0 
946500	3462.0 
956500	6116.0 
966500	4486.0 
976500	5338.0 
986500	4878.0 
996500	5230.0 
1006500	5522.0 
1016500	4834.0 
1026500	5066.0 
1036500	4628.0 
1046500	4902.0 
1056500	5552.0 
1066500	4454.0 
1076500	4898.0 
1086500	4240.0 
1096500	4366.0 
1106500	4238.0 
1116500	4726.0 
1126500	4948.0 
1136500	5868.0 
1146500	5122.0 
1156500	4786.0 
1166500	4088.0 
1176500	4292.0 
1186500	4186.0 
1196500	5422.0 
1206500	5226.0 
1216500	4748.0 
1226500	4962.0 
1236500	5048.0 
1246500	4664.0 
1256500	5078.0 
1266500	5448.0 
1276500	4716.0 
1286500	5220.0 
1296500	4770.0 
1306500	6442.0 
1316500	4696.0 
1326500	4580.0 
1336500	4796.0 
1346500	5888.0 
1356500	4902.0 
1366500	5148.0 
1376500	4440.0 
1386500	4236.0 
1396500	4886.0 
1406500	6230.0 
1416500	5260.0 
1426500	3676.0 
1436500	4416.0 
1446500	5224.0 
1456500	4162.0 
1466500	5838.0 
1476500	5966.0 
1486500	6360.0 
1496500	4958.0 
1506500	4532.0 
1516500	5410.0 
1526500	4718.0 
1536500	4256.0 
1546500	4894.0 
1556500	5428.0 
1566500	5164.0 
1576500	5486.0 
1586500	5682.0 
1596500	4852.0 
1606500	5046.0 
1616500	5162.0 
1626500	4566.0 
1636500	4906.0 
1646500	3604.0 
1656500	5600.0 
1666500	5278.0 
1676500	4912.0 
1686500	5624.0 
1696500	5146.0 
1706500	3796.0 
1716500	5468.0 
1726500	5370.0 
1736500	6788.0 
1746500	5000.0 
1756500	3902.0 
1766500	5348.0 
1776500	5582.0 
1786500	5014.0 
1796500	4468.0 
1806500	4340.0 
1816500	4882.0 
1826500	4436.0 
1836500	4962.0 
1846500	4588.0 
1856500	4430.0 
1866500	4972.0 
1876500	5292.0 
1886500	5556.0 
1896500	5228.0 
1906500	4580.0 
1916500	4510.0 
1926500	4220.0 
1936500	5184.0 
1946500	5774.0 
1956500	4974.0 
1966500	6118.0 
1976500	3670.0 
1986500	5118.0 
1996500	3476.0 
2006500	6336.0 
2016500	5730.0 
2026500	3914.0 
2036500	5108.0 
2046500	5542.0 
2056500	5406.0 
2066500	5814.0 
2076500	5622.0 
2086500	4354.0 
2096500	5234.0 
2106500	5664.0 
2116500	5032.0 
2126500	5782.0 
2136500	5402.0 
2146500	4854.0 
2156500	5840.0 
2166500	4702.0 
2176500	5510.0 
2186500	5214.0 
2196500	5454.0 
2206500	5940.0 
2216500	4848.0 
2226500	5364.0 
2236500	4414.0 
2246500	4444.0 
2256500	5370.0 
2266500	4590.0 
2276500	4660.0 
2286500	4754.0 
2296500	5096.0 
2306500	4054.0 
2316500	5370.0 
2326500	4076.0 
2336500	4942.0 
2346500	3176.0 
2356500	3940.0 
2366500	4612.0 
2376500	5408.0 
2386500	4114.0 
2396500	4390.0 
2406500	4536.0 
2416500	4268.0 
2426500	5280.0 
2436500	4748.0 
2446500	5004.0 
2456500	5114.0 
2466500	4740.0 
2476500	4696.0 
2486500	4734.0 
2496500	4256.0 
2506500	4554.0 
2516500	3982.0 
2526500	4130.0 
2536500	4374.0 
2546500	4058.0 
2556500	5106.0 
2566500	5272.0 
2576500	4618.0 
2586500	5358.0 
2596500	3998.0 
2606500	4284.0 
2616500	4844.0 
2626500	5682.0 
2636500	4148.0 
2646500	5272.0 
2656500	5540.0 
2666500	4378.0 
2676500	5042.0 
2686500	5116.0 
2696500	4690.0 
2706500	4334.0 
2716500	5012.0 
2726500	5894.0 
2736500	4286.0 
2746500	4656.0 
2756500	5504.0 
2766500	4986.0 
2776500	5144.0 
2786500	4106.0 
2796500	4792.0 
2806500	3284.0 
2816500	4222.0 
2826500	6070.0 
2836500	4100.0 
2846500	4638.0 
2856500	3686.0 
2866500	6252.0 
2876500	4800.0 
2886500	4942.0 
2896500	5318.0 
2906500	5024.0 
2916500	4656.0 
2926500	4256.0 
2936500	4434.0 
2946500	5062.0 
2956500	3880.0 
2966500	3848.0 
2976500	4636.0 
2986500	5378.0 
2996500	4672.0 
3006500	4816.0 
3016500	5154.0 
3026500	5530.0 
3036500	3454.0 
3046500	5084.0 
3056500	5948.0 
3066500	5438.0 
3076500	4164.0 
3086500	4680.0 
3096500	4222.0 
3106500	3980.0 
3116500	5890.0 
3126500	5316.0 
3136500	4558.0 
3146500	6106.0 
3156500	5486.0 
3166500	4902.0 
3176500	3406.0 
3186500	4610.0 
3196500	4260.0 
3206500	4378.0 
3216500	3820.0 
3226500	5520.0 
3236500	3134.0 
3246500	5118.0 
3256500	4110.0 
3266500	3960.0 
3276500	3810.0 
3286500	4692.0 
3296500	5624.0 
3306500	5202.0 
3316500	4592.0 
3326500	3764.0 
3336500	5612.0 
3346500	5626.0 
3356500	4764.0 
3366500	5244.0 
3376500	5134.0 
3386500	4522.0 
3396500	4822.0 
3406500	4432.0 
3416500	5502.0 
3426500	6284.0 
3436500	6704.0 
3446500	4274.0 
3456500	4858.0 
3466500	4626.0 
3476500	5442.0 
3486500	4950.0 
3496500	5508.0 
3506500	5294.0 
3516500	4500.0 
3526500	4178.0 
3536500	4920.0 
3546500	3882.0 
3556500	4830.0 
3566500	4238.0 
3576500	5554.0 
3586500	5688.0 
3596500	5492.0 
3606500	4098.0 
